CALL #(Item)	TITLE	BARCODE		
332.024 O	The money class : learn to create your new American dream / Suze Orman.	31182020704507		
332.024 P	Your living trust & estate plan : how to maximize your family's assets and protect your loved ones / Harvey J. Platt.	31182019193118		
332.024 P	The seven pearls of financial wisdom : a woman's guide to enjoying wealth and power / Carol Pepper and Camilla Webster.	31182019490258		
332.024 P	Thrifty living / Barty Phillips.	31182019986883		
332.024 P	Mint.com for dummies / by Gail A. Perry and Matt Krantz   foreword by Aaron Patzer.	31182020736954		
332.024 P	The 5 money conversations to have with your kids at every age and stage / Scott Palmer and Bethany Palmer.	31182033595041		
332.024 Q	How to make your money last : the indispensable retirement guide / Jane Bryant Quinn.	31182035317733		
332.024 Q	"Quicken (New York, N.Y.)"	31182033787903		
332.024 R	The 250 personal finance questions for single mothers / Susan Reynolds and Robert Bexton.	31182018664846		
332.024 R	The money answer book : quick answers to your everyday financial questions / Dave Ramsey.	31182019145175		
332.024 R	Your money / by J.D. Roth.	31182019145928		
332.024 R	The behavior gap : simple ways to stop doing dumb things with money / Carl Richards.	31182019372001		
332.024 R	The new good life : living better than ever in an age of less / John Robbins.	31182019881837		
332.024 R	The total money makeover : a proven plan for financial fitness / Dave Ramsey.	31182019986743		
332.024 R	"Smart is the new rich : if you can't afford it, put it down / Christine Romans."	31182020704564		
332.024 R	"Smart money smart kids : raising the next generation to win with money / Dave Ramsey, Rachel Cruze."	31182020983309		
332.024 S	Money for life : the 20 factor plan for accumulating wealth while you're young / [Robert Sheard].	31182014859671		
332.024 S	Stay rich for life! workbook : growing & protecting your money in turbulent times / Ed Slott.	31182019091742		
332.024 S	Stay rich for life! : growing & protecting your money in turbulent times / Ed Slott.	31182019093284		
332.024 S	"The complete guide to managing your parents' finances when they cannot : a step-by-step plan to protect their assets, limit taxes, and ensure their wishes are fulfilled / by Bill Swan."	31182019145621		
332.024 S	"The smartest money book you'll ever read : everything you need to know about growing, spending, and enjoying your money / Daniel R. Solin."	31182019372738		
332.024 S	The new Savage number : how much money do you really need to retire? / Terry Savage.	31182019986776		
332.024 S	Does this make my assets look fat? : a woman's guide to finding financial empowerment and success / Susan L. Hirshman.	31182020000260		
332.024 S	"IRAs, 401(k)s & other retirement plans : strategies for taking your money out."	31182020555768		
332.024 S	Privacy means profit : prevent identity theft and secure you and your bottom line / John Sileo.	31182020799408		
332.024 S	The Wall Street journal complete estate-planning guidebook / Rachel Emma Silverman.	31182020813548		
332.024 S	The 21 day financial fast : your path to financial peace and freedom / Michelle Singletary.	31182020983341		
332.024 S	Well-heeled : the smart girl's guide to getting rich / Lesley-Anne Scorgie.	31182021082903		
332.024 T	Debt cures :  they  don't want you to know about / Kevin Trudeau.	31182018463595		
332.024 T	Financial intimacy : how to create a healthy relationship with your money and your mate / Jacquette M. Timmons.	31182018855774		
332.024 T	The Frugal Life : How to Spend Less and Live More	31182018914068		
332.024 T	Personal finance for seniors for dummies / Eric Tyson and Bob Carlson.	31182019145696		
332.024 T	Personal finance for dummies / Eric Tyson.	31182019145803		
332.024 T	101 ways to save money and energy in your grocery store / Dave Troesh.	31182019962637		
332.024 T	The only investment guide you'll ever need / Andrew Tobias.	31182020704515		
332.024 U	Stopping identity theft : 10 easy steps to security / by Scott Mitic.	31182018488923		
332.024 V	101 ways to be smart about money / Rebecca Vickers.	31182020783147		
332.024 W	In cheap we trust : the story of a misunderstood American virtue / Lauren Weber.	31182018767003		
332.024 W	"Aftershock : protect yourself and profit in the next global financial meltdown / David Wiedemer, Robert A. Wiedemer, Cindy Spitzer."	31182019176808		
332.024 W	"Your money, day one : how to start right and end rich / Michael J. Wagner."	31182019962835		
332.024 W	"Earn it, learn it : teach your child the value of money, work, and time well spent / by Alisa T. Weinstein."	31182020704663		
332.024 W	Real money answers for every woman : how to win the money game with or without a man / Patrice C. Washington.	31182033885558		
332.024 Y	Bank on yourself : the life-changing secret to growing and protecting your financial future / Pamela G. Yellen.	31182019145795		
332.024 Y	"How to retire the cheapskate way : the ultimate cheapskate's guide to a better, earlier, happier retirement / Jeff Yeager."	31182019643682		
332.024 YEA	The cheapskate next door : the surprising secrets of Americans living happily below their means / Jeff Yeager.	31182020704366		
332.041 P	Capital in the twenty-first century / Thomas Piketty   translated by Arthur Goldhammer.	31182020969464		
332.092 S	The wealth creators : the rise of today's new rich and super-rich / Roy C. Smith.	31182014988504		
332.097 F	Makers and takers : the rise of finance and the fall of American business / Rana Foroohar.	31182034097641		
332.097 S	The new paradigm for financial markets : the credit crisis of 2008 and what it means / George Soros.	31182018190461		
332.1 M	The man who knew : the life and times of Alan Greenspan / Sebastian Mallaby.	31182033942813		
332.109 B	"Bull by the horns : fighting to save Main Street from Wall Street, and Wall Street from itself / Sheila Bair."	31182019606465		
332.109 J	13 bankers : the Wall Street takeover and the next financial meltdown / Simon Johnson and James Kwak.	31182019058501		
332.109 J	Why Iceland? / Ásgeir Jónsson.	31182021735930		
332.109 P	"Medici money : banking, metaphysics, and art in fifteenth-century Florence / Tim Parks."	31182016579160		
332.109 Y	"Banker to the poor : micro-lending and the battle against world poverty / Muhammad Yunus, with Alan Jolis."	31182017556043		
332.11 I	The alchemists : three central bankers and a world on fire / Neil Irwin.	31182019755114		
332.178 S	"PayPal hacks / Shannon Sofield, David Nielsen, and Dave Burchell."	31182016188707		
332.32 B	The best way to rob a bank is to own one : how corporate executives and politicians looted the S&L industry / William K. Black.	31182016812447		
332.4 E	The moneysmart family system : teaching financial independence to children of every age / Steve and Annette Economides.	31182019534139		
332.4 T	The money well : how to contain wealth / Kiki Theo   illustrations by Simone Redman.	31182019145126		
332.401 T	The soul of money : transforming your relationship with money and life / by Lynne Twist with Teresa Barker.	31182016959719		
332.422 H	Gold : the race for the world's most seductive metal / Matthew Hart.	31182020613989		
332.45 B	Currency trading for dummies / Kathleen Brooks and Brian Dolan.	31182033439919		
332.494 M	The euro : the politics of the new global currency / David Marsh.	31182018543677		
332.6 A	"Lifecycle investing : a new, safe, and audacious way to improve the performance of your retirement portfolio / Ian Ayres and Barry Nalebuff."	31182019145787		
332.6 A	The Wall Street journal guide to investing in the apocalypse : make money by seeing opportunity where others see peril / James Altucher and Douglas R. Sease.	31182020704606		
332.6 E	Winning the loser's game : timeless strategies for successful investing / Charles D. Ellis.	31182019968147		
332.6 F	All about asset allocation / Richard A. Ferri.	31182019986669		
332.6 G	The big secret for the small investor : a new route to long-term investment success / Joel Greenblatt.	31182020704358		
332.6 H	20/20 money : see the markets clearly and invest better than the pros / Michael J. Hanson.	31182019145886		
332.6 L	When genius failed : the rise and fall of Long-Term Capital Management / Roger Lowenstein.	31182014849391		
332.6 L	"Warren Buffett invests like a girl : and why you should too / LouAnn Lofton, with a foreword by Tom Gardner."	31182020715578		
332.6 M	A random walk down Wall Street : the time-tested strategy for successful investing / Burton G. Malkiel.	31182017521013		
332.6 M	The little book of bull's eye investing / John Mauldin.	31182019423549		
332.6 M	"The elements of investing : easy lessons for every investor / Burton G. Malkiel, Charles D. Ellis   preface by Gus Sauter   foreword by David Swensen."	31182019799187		
332.6 R	How a second grader beats Wall Street : golden rules any investor can learn / Allan S. Roth.	31182018733336		
332.6 S	"Local dollars, local sense : how to shift your money from Wall Street to Main Street and achieve real prosperity / Michael H. Shuman   foreword by Peter Buffett."	31182019371888		
332.6 S	"The only guide you'll ever need for the right financial plan : managing your wealth, risk, and investments / Larry Swedroe, Kevin Grogan, Tiya Lim."	31182019986941		
332.6 S	The smartest portfolio you'll ever own : a do-it-yourself breakthrough strategy / Daniel R. Solin.	31182020818737		
332.6 T	Investing for dummies.	31182021081947		
332.6 U	Green investing : a guide to making money through environment-friendly stocks / Jack Uldrich.	31182019955078		
332.601 M	A random walk down Wall Street : the time-tested strategy for successful investing / Burton G. Malkiel.	31182019286987		
332.601 Z	Your money and your brain : how the new science of neuroeconomics can help make you rich / Jason Zweig.	31182017925347		
332.609 B	"Red notice : a true story of high finance, murder, and one man's fight for justice / Bill Browder."	31182033623587		
